n,theta_decimal,rho_decimal,bin,strand,slip,jump,next_bin,reference_x_numeric,approximate_x_numeric,approximate_bin_numeric,phase_error_numeric,ideal_bin_certified,numeric_bin_agrees
2352,0.3840584602473170228117656,0.9782799496453638896588573,14,2,0,15,29,0.38405846024731705,0.3840584602472508,14,6.622480341889059e-14,true,true
2353,0.7660244714974221746071787,0.8749543883994648096799708,29,2,0,15,5,0.7660244714974221,0.766024471497356,29,6.616929226765933e-14,true,true
2354,0.1479904827475273264025919,0.7716288271535657297010842,5,2,0,15,20,0.14799048274752732,0.14799048274746118,5,6.616929226765933e-14,true,true
2355,0.5299564939976324781980051,0.6683032659076666497221977,20,2,0,15,35,0.5299564939976324,0.5299564939975663,20,6.616929226765933e-14,true,true
2356,0.9119225052477376299934182,0.5649777046617675697433111,35,2,0,15,11,0.9119225052477377,0.9119225052476714,35,6.628031457012185e-14,true,true
2357,0.2938885164978427817888314,0.4616521434158684897644246,11,2,0,15,26,0.29388851649784276,0.2938885164977765,11,6.628031457012185e-14,true,true
2358,0.6758545277479479335842446,0.3583265821699694097855381,26,2,0,15,2,0.675854527747948,0.6758545277478816,26,6.639133687258436e-14,true,true
2359,0.0578205389980530853796577,0.2550010209240703298066515,2,2,0,15,17,0.05782053899805308,0.05782053899798667,2,6.639133687258436e-14,true,true
2360,0.4397865502481582371750709,0.1516754596781712498277650,17,2,0,15,32,0.4397865502481582,0.4397865502480918,17,6.639133687258436e-14,true,true
2361,0.8217525614982633889704841,0.0483498984322721698488784,32,2,1,14,7,0.8217525614982634,0.821752561498197,32,6.639133687258436e-14,true,true
2362,0.2037185727483685407658972,0.9450243371863730898699919,7,1,0,15,22,0.20371857274836855,0.20371857274830218,7,6.639133687258436e-14,true,true
2363,0.5856845839984736925613104,0.8416987759404740098911054,22,1,0,15,37,0.5856845839984737,0.5856845839984073,22,6.639133687258436e-14,true,true
2364,0.9676505952485788443567236,0.7383732146945749299122188,37,1,0,15,13,0.9676505952485789,0.9676505952485124,37,6.650235917504688e-14,true,true
2365,0.3496166064986839961521367,0.6350476534486758499333323,13,1,0,15,28,0.349616606498684,0.3496166064986175,13,6.650235917504688e-14,true,true
2366,0.7315826177487891479475499,0.5317220922027767699544457,28,1,0,15,4,0.7315826177487892,0.7315826177487226,28,6.661338147750939e-14,true,true
2367,0.1135486289988942997429631,0.4283965309568776899755592,4,1,0,15,19,0.1135486289988943,0.11354862899882767,4,6.661338147750939e-14,true,true
2368,0.4955146402489994515383762,0.3250709697109786099966727,19,1,0,15,34,0.49551464024899944,0.4955146402489328,19,6.661338147750939e-14,true,true
2369,0.8774806514991046033337894,0.2217454084650795300177861,34,1,0,15,10,0.8774806514991046,0.877480651499038,34,6.661338147750939e-14,true,true
2370,0.2594466627492097551292026,0.1184198472191804500388996,10,1,0,15,25,0.25944666274920974,0.2594466627491432,10,6.655787032627813e-14,true,true
2371,0.6414126739993149069246157,0.0150942859732813700600130,25,1,1,14,0,0.6414126739993149,0.6414126739992483,25,6.661338147750939e-14,true,true
2372,0.0233786852494200587200289,0.9117687247273822900811265,0,0,0,15,15,0.023378685249420057,0.02337868524935338,0,6.666889262874065e-14,true,true
2373,0.4053446964995252105154421,0.8084431634814832101022400,15,0,0,15,30,0.4053446964995252,0.40534469649945853,15,6.666889262874065e-14,true,true
2374,0.7873107077496303623108552,0.7051176022355841301233534,30,0,0,15,6,0.7873107077496304,0.7873107077495637,30,6.672440377997191e-14,true,true
2375,0.1692767189997355141062684,0.6017920409896850501444669,6,0,0,15,21,0.1692767189997355,0.1692767189996689,6,6.661338147750939e-14,true,true
2376,0.5512427302498406659016815,0.4984664797437859701655803,21,0,0,15,36,0.5512427302498407,0.551242730249774,21,6.672440377997191e-14,true,true
2377,0.9332087414999458176970947,0.3951409184978868901866938,36,0,0,15,12,0.9332087414999458,0.9332087414998791,36,6.672440377997191e-14,true,true
2378,0.3151747527500509694925079,0.2918153572519878102078073,12,0,0,15,27,0.31517475275005097,0.3151747527499842,12,6.677991493120317e-14,true,true
2379,0.6971407640001561212879210,0.1884897960060887302289207,27,0,0,15,3,0.6971407640001561,0.6971407640000893,27,6.683542608243442e-14,true,true
2380,0.0791067752502612730833342,0.0851642347601896502500342,3,0,1,14,17,0.07910677525026127,0.07910677525019438,3,6.689093723366568e-14,true,true
2381,0.4610727865003664248787474,0.9818386735142905702711476,17,2,0,15,32,0.4610727865003664,0.46107278650029954,17,6.689093723366568e-14,true,true
2382,0.8430387977504715766741605,0.8785131122683914902922611,32,2,0,15,8,0.8430387977504715,0.8430387977504047,32,6.683542608243442e-14,true,true
2383,0.2250048090005767284695737,0.7751875510224924103133746,8,2,0,15,23,0.22500480900057673,0.2250048090005099,8,6.683542608243442e-14,true,true
2384,0.6069708202506818802649869,0.6718619897765933303344880,23,2,0,15,38,0.6069708202506818,0.606970820250615,23,6.683542608243442e-14,true,true
2385,0.9889368315007870320604000,0.5685364285306942503556015,38,2,0,15,14,0.988936831500787,0.9889368315007201,38,6.694644838489694e-14,true,true
2386,0.3709028427508921838558132,0.4652108672847951703767149,14,2,0,15,29,0.3709028427508922,0.3709028427508252,14,6.70019595361282e-14,true,true
2387,0.7528688540009973356512264,0.3618853060388960903978284,29,2,0,15,5,0.7528688540009973,0.7528688540009303,29,6.705747068735946e-14,true,true
2388,0.1348348652511024874466395,0.2585597447929970104189419,5,2,0,15,20,0.1348348652511025,0.13483486525103539,5,6.711298183859071e-14,true,true
2389,0.5168008765012076392420527,0.1552341835470979304400553,20,2,0,15,35,0.5168008765012077,0.5168008765011405,20,6.716849298982197e-14,true,true
2390,0.8987668877513127910374659,0.0519086223011988504611688,35,2,1,14,10,0.8987668877513127,0.8987668877512456,35,6.716849298982197e-14,true,true
2391,0.2807328990014179428328790,0.9485830610552997704822822,10,1,0,15,25,0.28073289900141796,0.2807328990013507,10,6.727951529228449e-14,true,true
2392,0.6626989102515230946282922,0.8452574998094006905033957,25,1,0,15,1,0.662698910251523,0.6626989102514558,25,6.727951529228449e-14,true,true
2393,0.0446649215016282464237054,0.7419319385635016105245092,1,1,0,15,16,0.04466492150162825,0.04466492150156087,1,6.7390537594747e-14,true,true
2394,0.4266309327517333982191185,0.6386063773176025305456226,16,1,0,15,31,0.4266309327517334,0.426630932751666,16,6.7390537594747e-14,true,true
2395,0.8085969440018385500145317,0.5352808160717034505667361,31,1,0,15,7,0.8085969440018386,0.8085969440017712,31,6.7390537594747e-14,true,true
2396,0.1905629552519437018099449,0.4319552548258043705878495,7,1,0,15,22,0.1905629552519437,0.1905629552518764,7,6.727951529228449e-14,true,true
2397,0.5725289665020488536053580,0.3286296935799052906089630,22,1,0,15,37,0.5725289665020489,0.5725289665019815,22,6.7390537594747e-14,true,true
2398,0.9544949777521540054007712,0.2253041323340062106300765,37,1,0,15,13,0.954494977752154,0.9544949777520866,37,6.7390537594747e-14,true,true
2399,0.3364609890022591571961844,0.1219785710881071306511899,13,1,0,15,28,0.3364609890022592,0.3364609890021917,13,6.750155989720952e-14,true,true
2400,0.7184270002523643089915975,0.0186530098422080506723034,28,1,1,14,3,0.7184270002523643,0.7184270002522968,28,6.750155989720952e-14,true,true
2401,0.1003930115024694607870107,0.9153274485963089706934168,3,0,0,15,18,0.10039301150246946,0.10039301150240187,3,6.761258219967203e-14,true,true
2402,0.4823590227525746125824239,0.8120018873504098907145303,18,0,0,15,33,0.48235902275257464,0.482359022752507,18,6.761258219967203e-14,true,true
2403,0.8643250340026797643778370,0.7086763261045108107356438,33,0,0,15,9,0.8643250340026798,0.8643250340026122,33,6.761258219967203e-14,true,true
2404,0.2462910452527849161732502,0.6053507648586117307567572,9,0,0,15,24,0.24629104525278492,0.2462910452527174,9,6.750155989720952e-14,true,true
2405,0.6282570565028900679686634,0.5020252036127126507778707,24,0,0,15,0,0.6282570565028901,0.6282570565028225,24,6.761258219967203e-14,true,true
2406,0.0102230677529952197640765,0.3986996423668135707989841,0,0,0,15,15,0.01022306775299522,0.010223067752927584,0,6.761258219967203e-14,true,true
2407,0.3921890790031003715594897,0.2953740811209144908200976,15,0,0,15,30,0.39218907900310035,0.39218907900303274,15,6.761258219967203e-14,true,true
2408,0.7741550902532055233549028,0.1920485198750154108412111,30,0,0,15,6,0.7741550902532055,0.7741550902531379,30,6.761258219967203e-14,true,true
2409,0.1561211015033106751503160,0.0887229586291163308623245,6,0,1,14,20,0.15612110150331068,0.1561211015032431,6,6.761258219967203e-14,true,true
2410,0.5380871127534158269457292,0.9853973973832172508834380,20,2,0,15,35,0.5380871127534158,0.5380871127533482,20,6.761258219967203e-14,true,true
2411,0.9200531240035209787411423,0.8820718361373181709045514,35,2,0,15,11,0.920053124003521,0.9200531240034533,35,6.772360450213455e-14,true,true
2412,0.3020191352536261305365555,0.7787462748914190909256649,11,2,0,15,26,0.3020191352536261,0.3020191352535584,11,6.772360450213455e-14,true,true
2413,0.6839851465037312823319687,0.6754207136455200109467784,26,2,0,15,2,0.6839851465037313,0.6839851465036635,26,6.783462680459706e-14,true,true
2414,0.0659511577538364341273818,0.5720951523996209309678918,2,2,0,15,17,0.06595115775383643,0.06595115775376859,2,6.783462680459706e-14,true,true
2415,0.4479171690039415859227950,0.4687695911537218509890053,17,2,0,15,32,0.4479171690039416,0.44791716900387374,17,6.783462680459706e-14,true,true
2416,0.8298831802540467377182082,0.3654440299078227710101187,32,2,0,15,8,0.8298831802540467,0.8298831802539789,32,6.783462680459706e-14,true,true
2417,0.2118491915041518895136213,0.2621184686619236910312322,8,2,0,15,23,0.21184919150415188,0.2118491915040841,8,6.777911565336581e-14,true,true
2418,0.5938152027542570413090345,0.1587929074160246110523457,23,2,0,15,38,0.593815202754257,0.5938152027541892,23,6.783462680459706e-14,true,true
2419,0.9757812140043621931044477,0.0554673461701255310734591,38,2,1,14,13,0.9757812140043622,0.9757812140042943,38,6.794564910705958e-14,true,true
2420,0.3577472252544673448998608,0.9521417849242264510945726,13,1,0,15,28,0.35774722525446734,0.3577472252543994,13,6.794564910705958e-14,true,true
2421,0.7397132365045724966952740,0.8488162236783273711156860,28,1,0,15,4,0.7397132365045725,0.7397132365045045,28,6.80566714095221e-14,true,true
2422,0.1216792477546776484906872,0.7454906624324282911367995,4,1,0,15,19,0.12167924775467764,0.12167924775460959,4,6.80566714095221e-14,true,true
2423,0.5036452590047828002861003,0.6421651011865292111579130,19,1,0,15,34,0.5036452590047829,0.5036452590047147,19,6.816769371198461e-14,true,true
2424,0.8856112702548879520815135,0.5388395399406301311790264,34,1,0,15,10,0.885611270254888,0.8856112702548198,34,6.816769371198461e-14,true,true
2425,0.2675772815049931038769267,0.4355139786947310512001399,10,1,0,15,25,0.2675772815049931,0.2675772815049249,10,6.822320486321587e-14,true,true
2426,0.6495432927550982556723398,0.3321884174488319712212533,25,1,0,15,1,0.6495432927550983,0.64954329275503,25,6.827871601444713e-14,true,true
2427,0.0315093040052034074677530,0.2288628562029328912423668,1,1,0,15,16,0.03150930400520341,0.031509304005135075,1,6.833422716567839e-14,true,true
2428,0.4134753152553085592631662,0.1255372949570338112634802,16,1,0,15,31,0.41347531525530856,0.41347531525524023,16,6.833422716567839e-14,true,true
2429,0.7954413265054137110585793,0.0222117337111347312845937,31,1,1,14,6,0.7954413265054137,0.7954413265053454,31,6.827871601444713e-14,true,true
2430,0.1774073377555188628539925,0.9188861724652356513057072,6,0,0,15,21,0.17740733775551887,0.1774073377554506,6,6.827871601444713e-14,true,true
2431,0.5593733490056240146494057,0.8155606112193365713268206,21,0,0,15,36,0.559373349005624,0.5593733490055557,21,6.827871601444713e-14,true,true
2432,0.9413393602557291664448188,0.7122350499734374913479341,36,0,0,15,12,0.9413393602557292,0.9413393602556608,36,6.838973831690964e-14,true,true
2433,0.3233053715058343182402320,0.6089094887275384113690475,12,0,0,15,27,0.3233053715058343,0.3233053715057659,12,6.84452494681409e-14,true,true
2434,0.7052713827559394700356452,0.5055839274816393313901610,27,0,0,15,3,0.7052713827559395,0.705271382755871,27,6.850076061937216e-14,true,true
2435,0.0872373940060446218310583,0.4022583662357402514112745,3,0,0,15,18,0.08723739400604462,0.08723739400597608,3,6.855627177060342e-14,true,true
2436,0.4692034052561497736264715,0.2989328049898411714323879,18,0,0,15,33,0.4692034052561498,0.46920340525608123,18,6.855627177060342e-14,true,true
2437,0.8511694165062549254218847,0.1956072437439420914535014,33,0,0,15,9,0.8511694165062549,0.8511694165061864,33,6.850076061937216e-14,true,true
2438,0.2331354277563600772172978,0.0922816824980430114746148,9,0,1,14,23,0.23313542775636006,0.2331354277562916,9,6.850076061937216e-14,true,true
2439,0.6151014390064652290127110,0.9889561212521439314957283,23,2,0,15,38,0.6151014390064652,0.6151014390063967,23,6.850076061937216e-14,true,true
2440,0.9970674502565703808081241,0.8856305600062448515168418,38,2,0,15,14,0.9970674502565704,0.9970674502565018,38,6.861178292183467e-14,true,true
2441,0.3790334615066755326035373,0.7823049987603457715379552,14,2,0,15,29,0.37903346150667555,0.3790334615066069,14,6.866729407306593e-14,true,true
2442,0.7609994727567806843989505,0.6789794375144466915590687,29,2,0,15,5,0.7609994727567807,0.760999472756712,29,6.872280522429719e-14,true,true
2443,0.1429654840068858361943636,0.5756538762685476115801821,5,2,0,15,20,0.14296548400688583,0.14296548400681708,5,6.872280522429719e-14,true,true
2444,0.5249314952569909879897768,0.4723283150226485316012956,20,2,0,15,35,0.524931495256991,0.5249314952569222,20,6.88338275267597e-14,true,true
2445,0.9068975065070961397851900,0.3690027537767494516224091,35,2,0,15,11,0.9068975065070961,0.9068975065070273,35,6.88338275267597e-14,true,true
2446,0.2888635177572012915806031,0.2656771925308503716435225,11,2,0,15,26,0.2888635177572013,0.28886351775713237,11,6.894484982922222e-14,true,true
2447,0.6708295290073064433760163,0.1623516312849512916646360,26,2,0,15,2,0.6708295290073064,0.6708295290072375,26,6.894484982922222e-14,true,true
2448,0.0527955402574115951714295,0.0590260700390522116857494,2,2,1,14,16,0.052795540257411594,0.052795540257342566,2,6.905587213168474e-14,true,true
2449,0.4347615515075167469668426,0.9557005087931531317068629,16,1,0,15,31,0.4347615515075168,0.4347615515074477,16,6.905587213168474e-14,true,true
2450,0.8167275627576218987622558,0.8523749475472540517279764,31,1,0,15,7,0.8167275627576219,0.8167275627575529,31,6.905587213168474e-14,true,true
2451,0.1986935740077270505576690,0.7490493863013549717490898,7,1,0,15,22,0.19869357400772705,0.19869357400765808,7,6.894484982922222e-14,true,true
2452,0.5806595852578322023530821,0.6457238250554558917702033,22,1,0,15,37,0.5806595852578322,0.5806595852577632,22,6.905587213168474e-14,true,true
2453,0.9626255965079373541484953,0.5423982638095568117913167,37,1,0,15,13,0.9626255965079373,0.9626255965078683,37,6.905587213168474e-14,true,true
2454,0.3445916077580425059439085,0.4390727025636577318124302,13,1,0,15,28,0.3445916077580425,0.3445916077579734,13,6.9111383282916e-14,true,true
2455,0.7265576190081476577393216,0.3357471413177586518335437,28,1,0,15,4,0.7265576190081476,0.7265576190080785,28,6.916689443414725e-14,true,true
2456,0.1085236302582528095347348,0.2324215800718595718546571,4,1,0,15,19,0.1085236302582528,0.10852363025818357,4,6.922240558537851e-14,true,true
2457,0.4904896415083579613301480,0.1290960188259604918757706,19,1,0,15,34,0.49048964150835794,0.4904896415082887,19,6.922240558537851e-14,true,true
2458,0.8724556527584631131255611,0.0257704575800614118968840,34,1,1,14,9,0.8724556527584632,0.8724556527583939,34,6.927791673660977e-14,true,true
2459,0.2544216640085682649209743,0.9224448963341623319179975,9,0,0,15,24,0.25442166400856825,0.2544216640084991,9,6.916689443414725e-14,true,true
2460,0.6363876752586734167163875,0.8191193350882632519391110,24,0,0,15,0,0.6363876752586735,0.6363876752586042,24,6.927791673660977e-14,true,true
2461,0.0183536865087785685118006,0.7157937738423641719602244,0,0,0,15,15,0.01835368650877857,0.018353686508709277,0,6.927791673660977e-14,true,true
2462,0.4003196977588837203072138,0.6124682125964650919813379,15,0,0,15,30,0.4003196977588837,0.40031969775881443,15,6.927791673660977e-14,true,true
2463,0.7822857090089888721026270,0.5091426513505660120024513,30,0,0,15,6,0.7822857090089889,0.7822857090089196,30,6.927791673660977e-14,true,true
2464,0.1642517202590940238980401,0.4058170901046669320235648,6,0,0,15,21,0.16425172025909401,0.1642517202590248,6,6.922240558537851e-14,true,true
2465,0.5462177315091991756934533,0.3024915288587678520446783,21,0,0,15,36,0.5462177315091992,0.5462177315091299,21,6.927791673660977e-14,true,true
2466,0.9281837427593043274888665,0.1991659676128687720657917,36,0,0,15,12,0.9281837427593044,0.928183742759235,36,6.938893903907228e-14,true,true
2467,0.3101497540094094792842796,0.0958404063669696920869052,12,0,1,14,26,0.3101497540094095,0.3101497540093401,12,6.938893903907228e-14,true,true
2468,0.6921157652595146310796928,0.9925148451210706121080186,26,2,0,15,2,0.6921157652595147,0.6921157652594452,26,6.94999613415348e-14,true,true
2469,0.0740817765096197828751060,0.8891892838751715321291321,2,2,0,15,17,0.07408177650961978,0.07408177650955028,2,6.94999613415348e-14,true,true
2470,0.4560477877597249346705191,0.7858637226292724521502456,17,2,0,15,32,0.45604778775972493,0.45604778775965543,17,6.94999613415348e-14,true,true
2471,0.8380137990098300864659323,0.6825381613833733721713590,32,2,0,15,8,0.8380137990098301,0.8380137990097606,32,6.94999613415348e-14,true,true
2472,0.2199798102599352382613454,0.5792126001374742921924725,8,2,0,15,23,0.21997981025993524,0.2199798102598658,8,6.944445019030354e-14,true,true
2473,0.6019458215100403900567586,0.4758870388915752122135859,23,2,0,15,38,0.6019458215100404,0.6019458215099709,23,6.94999613415348e-14,true,true
2474,0.9839118327601455418521718,0.3725614776456761322346994,38,2,0,15,14,0.9839118327601455,0.983911832760076,38,6.94999613415348e-14,true,true
2475,0.3658778440102506936475849,0.2692359163997770522558129,14,2,0,15,29,0.3658778440102507,0.3658778440101811,14,6.961098364399732e-14,true,true
2476,0.7478438552603558454429981,0.1659103551538779722769263,29,2,0,15,5,0.7478438552603558,0.7478438552602862,29,6.961098364399732e-14,true,true
2477,0.1298098665104609972384113,0.0625847939079788922980398,5,2,1,14,19,0.129809866510461,0.12980986651039128,5,6.972200594645983e-14,true,true
2478,0.5117758777605661490338244,0.9592592326620798123191532,19,1,0,15,34,0.5117758777605661,0.5117758777604964,19,6.972200594645983e-14,true,true
2479,0.8937418890106713008292376,0.8559336714161807323402667,34,1,0,15,10,0.8937418890106713,0.8937418890106015,34,6.983302824892235e-14,true,true
2480,0.2757079002607764526246508,0.7526081101702816523613802,10,1,0,15,25,0.27570790026077646,0.2757079002607066,10,6.98885394001536e-14,true,true
2481,0.6576739115108816044200639,0.6492825489243825723824936,25,1,0,15,1,0.6576739115108816,0.6576739115108117,25,6.994405055138486e-14,true,true
2482,0.0396399227609867562154771,0.5459569876784834924036071,1,1,0,15,16,0.039639922760986754,0.03963992276091677,1,6.999956170261612e-14,true,true
2483,0.4216059340110919080108903,0.4426314264325844124247205,16,1,0,15,31,0.4216059340110919,0.4216059340110219,16,6.999956170261612e-14,true,true
2484,0.8035719452611970598063034,0.3393058651866853324458340,31,1,0,15,7,0.803571945261197,0.8035719452611271,31,6.994405055138486e-14,true,true
2485,0.1855379565113022116017166,0.2359803039407862524669475,7,1,0,15,22,0.1855379565113022,0.18553795651123228,7,6.994405055138486e-14,true,true
2486,0.5675039677614073633971298,0.1326547426948871724880609,22,1,0,15,37,0.5675039677614073,0.5675039677613374,22,6.994405055138486e-14,true,true
2487,0.9494699790115125151925429,0.0293291814489880925091744,37,1,1,14,12,0.9494699790115125,0.9494699790114425,37,7.005507285384738e-14,true,true
2488,0.3314359902616176669879561,0.9260036202030890125302878,12,0,0,15,27,0.3314359902616177,0.3314359902615476,12,7.011058400507864e-14,true,true
2489,0.7134020015117228187833693,0.8226780589571899325514013,27,0,0,15,3,0.7134020015117228,0.7134020015116527,27,7.016609515630989e-14,true,true
2490,0.0953680127618279705787824,0.7193524977112908525725148,3,0,0,15,18,0.09536801276182796,0.09536801276175777,3,7.016609515630989e-14,true,true
2491,0.4773340240119331223741956,0.6160269364653917725936282,18,0,0,15,33,0.47733402401193314,0.4773340240118629,18,7.022160630754115e-14,true,true
2492,0.8593000352620382741696088,0.5127013752194926926147417,33,0,0,15,9,0.8593000352620382,0.8593000352619681,33,7.016609515630989e-14,true,true
2493,0.2412660465121434259650219,0.4093758139735936126358551,9,0,0,15,24,0.24126604651214342,0.24126604651207328,9,7.016609515630989e-14,true,true
2494,0.6232320577622485777604351,0.3060502527276945326569686,24,0,0,15,0,0.6232320577622485,0.6232320577621784,24,7.016609515630989e-14,true,true
2495,0.0051980690123537295558483,0.2027246914817954526780821,0,0,0,15,15,0.00519806901235373,0.005198069012283479,0,7.027711745877241e-14,true,true
2496,0.3871640802624588813512614,0.0993991302358963726991955,15,0,1,14,29,0.38716408026245885,0.38716408026238863,15,7.022160630754115e-14,true,true
2497,0.7691300915125640331466746,0.9960735689899972927203090,29,2,0,15,5,0.7691300915125641,0.7691300915124938,29,7.027711745877241e-14,true,true
2498,0.1510961027626691849420878,0.8927480077440982127414224,5,2,0,15,20,0.1510961027626692,0.151096102762599,5,7.016609515630989e-14,true,true
2499,0.5330621140127743367375009,0.7894224464981991327625359,20,2,0,15,35,0.5330621140127744,0.5330621140127041,20,7.027711745877241e-14,true,true
2500,0.9150281252628794885329141,0.6860968852523000527836494,35,2,0,15,11,0.9150281252628795,0.9150281252628092,35,7.027711745877241e-14,true,true
2501,0.2969941365129846403283273,0.5827713240064009728047628,11,2,0,15,26,0.2969941365129846,0.2969941365129143,11,7.033262861000367e-14,true,true
2502,0.6789601477630897921237404,0.4794457627605018928258763,26,2,0,15,2,0.6789601477630898,0.6789601477630194,26,7.038813976123492e-14,true,true
2503,0.0609261590131949439191536,0.3761202015146028128469897,2,2,0,15,17,0.060926159013194946,0.06092615901312448,2,7.044365091246618e-14,true,true
2504,0.4428921702633000957145667,0.2727946402687037328681032,17,2,0,15,32,0.4428921702633001,0.44289217026322963,17,7.044365091246618e-14,true,true
2505,0.8248581815134052475099799,0.1694690790228046528892166,32,2,0,15,8,0.8248581815134053,0.8248581815133348,32,7.049916206369744e-14,true,true
2506,0.2068241927635103993053931,0.0661435177769055729103301,8,2,1,14,22,0.2068241927635104,0.20682419276344,8,7.038813976123492e-14,true,true
2507,0.5887902040136155511008062,0.9628179565310064929314436,22,1,0,15,37,0.5887902040136156,0.5887902040135451,22,7.049916206369744e-14,true,true
2508,0.9707562152637207028962194,0.8594923952851074129525570,37,1,0,15,13,0.9707562152637207,0.9707562152636502,37,7.049916206369744e-14,true,true
2509,0.3527222265138258546916326,0.7561668340392083329736705,13,1,0,15,28,0.35272222651382584,0.3527222265137553,13,7.05546732149287e-14,true,true
2510,0.7346882377639310064870457,0.6528412727933092529947839,28,1,0,15,4,0.734688237763931,0.7346882377638604,28,7.061018436615996e-14,true,true
2511,0.1166542490140361582824589,0.5495157115474101730158974,4,1,0,15,19,0.11665424901403616,0.11665424901396548,4,7.066569551739121e-14,true,true
2512,0.4986202602641413100778721,0.4461901503015110930370109,19,1,0,15,34,0.4986202602641413,0.49862026026407064,19,7.066569551739121e-14,true,true
2513,0.8805862715142464618732852,0.3428645890556120130581243,34,1,0,15,10,0.8805862715142465,0.8805862715141758,34,7.072120666862247e-14,true,true
2514,0.2625522827643516136686984,0.2395390278097129330792378,10,1,0,15,25,0.2625522827643516,0.262552282764281,10,7.061018436615996e-14,true,true
2515,0.6445182940144567654641116,0.1362134665638138531003512,25,1,0,15,1,0.6445182940144568,0.6445182940143861,25,7.072120666862247e-14,true,true
2516,0.0264843052645619172595247,0.0328879053179147731214647,1,1,1,14,15,0.026484305264561917,0.026484305264491192,1,7.072120666862247e-14,true,true
2517,0.4084503165146670690549379,0.9295623440720156931425782,15,0,0,15,30,0.40845031651466707,0.40845031651459635,15,7.072120666862247e-14,true,true
2518,0.7904163277647722208503511,0.8262367828261166131636916,30,0,0,15,6,0.7904163277647722,0.7904163277647015,30,7.072120666862247e-14,true,true
2519,0.1723823390148773726457642,0.7229112215802175331848051,6,0,0,15,21,0.17238233901487737,0.1723823390148067,6,7.066569551739121e-14,true,true
2520,0.5543483502649825244411774,0.6195856603343184532059185,21,0,0,15,36,0.5543483502649825,0.5543483502649118,21,7.072120666862247e-14,true,true
2521,0.9363143615150876762365906,0.5162600990884193732270320,36,0,0,15,12,0.9363143615150876,0.9363143615150169,36,7.072120666862247e-14,true,true
2522,0.3182803727651928280320037,0.4129345378425202932481455,12,0,0,15,27,0.31828037276519283,0.318280372765122,12,7.083222897108499e-14,true,true
2523,0.7002463840152979798274169,0.3096089765966212132692589,27,0,0,15,3,0.7002463840152979,0.7002463840152271,27,7.083222897108499e-14,true,true
2524,0.0822123952654031316228301,0.2062834153507221332903724,3,0,0,15,18,0.08221239526540314,0.0822123952653322,3,7.09432512735475e-14,true,true
2525,0.4641784065155082834182432,0.1029578541048230533114858,18,0,1,14,32,0.4641784065155083,0.46417840651543735,18,7.09432512735475e-14,true,true
2526,0.8461444177656134352136564,0.9996322928589239733325993,32,2,0,15,8,0.8461444177656134,0.8461444177655425,32,7.09432512735475e-14,true,true
2527,0.2281104290157185870090696,0.8963067316130248933537128,8,2,0,15,23,0.2281104290157186,0.2281104290156477,8,7.088774012231625e-14,true,true
2528,0.6100764402658237388044827,0.7929811703671258133748262,23,2,0,15,38,0.6100764402658237,0.6100764402657528,23,7.09432512735475e-14,true,true
2529,0.9920424515159288905998959,0.6896556091212267333959397,38,2,0,15,14,0.9920424515159288,0.9920424515158579,38,7.09432512735475e-14,true,true
2530,0.3740084627660340423953091,0.5863300478753276534170531,14,2,0,15,29,0.37400846276603406,0.374008462765963,14,7.105427357601002e-14,true,true
2531,0.7559744740161391941907222,0.4830044866294285734381666,29,2,0,15,5,0.7559744740161392,0.7559744740160681,29,7.105427357601002e-14,true,true
2532,0.1379404852662443459861354,0.3796789253835294934592801,5,2,0,15,20,0.13794048526624433,0.1379404852661732,5,7.116529587847253e-14,true,true
2533,0.5199064965163494977815486,0.2763533641376304134803935,20,2,0,15,35,0.5199064965163495,0.5199064965162783,20,7.116529587847253e-14,true,true
2534,0.9018725077664546495769617,0.1730278028917313335015070,35,2,0,15,11,0.9018725077664547,0.9018725077663834,35,7.127631818093505e-14,true,true
2535,0.2838385190165598013723749,0.0697022416458322535226204,11,2,1,14,25,0.2838385190165598,0.2838385190164885,11,7.133182933216631e-14,true,true
2536,0.6658045302666649531677880,0.9663766803999331735437339,25,1,0,15,1,0.665804530266665,0.6658045302665936,25,7.138734048339757e-14,true,true
2537,0.0477705415167701049632012,0.8630511191540340935648474,1,1,0,15,16,0.047770541516770106,0.047770541516698684,1,7.144285163462882e-14,true,true
2538,0.4297365527668752567586144,0.7597255579081350135859608,16,1,0,15,31,0.4297365527668753,0.42973655276680384,16,7.144285163462882e-14,true,true
2539,0.8117025640169804085540275,0.6563999966622359336070743,31,1,0,15,7,0.8117025640169804,0.811702564016909,31,7.138734048339757e-14,true,true
2540,0.1936685752670855603494407,0.5530744354163368536281877,7,1,0,15,22,0.19366857526708556,0.1936685752670142,7,7.138734048339757e-14,true,true
2541,0.5756345865171907121448539,0.4497488741704377736493012,22,1,0,15,37,0.5756345865171907,0.5756345865171193,22,7.138734048339757e-14,true,true
2542,0.9576005977672958639402670,0.3464233129245386936704147,37,1,0,15,13,0.9576005977672959,0.9576005977672244,37,7.149836278586008e-14,true,true
2543,0.3395666090174010157356802,0.2430977516786396136915281,13,1,0,15,28,0.339566609017401,0.3395666090173295,13,7.149836278586008e-14,true,true
2544,0.7215326202675061675310934,0.1397721904327405337126416,28,1,0,15,4,0.7215326202675062,0.7215326202674346,28,7.16093850883226e-14,true,true
